"module name","license","repository"
"@module-federation/bridge-react-webpack-plugin@0.2.8","MIT*",""
"only@0.0.2","MIT*","https://github.com/visionmedia/node-only"
"union@0.5.0","MIT*","https://github.com/flatiron/union"
